X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-117.911000311748,53.1962612695241,201415,Pocahontas,Pocahontas,Pocahontas,Pocahontas,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-118.084298355492,53.0165952483896,201416,Snaring RV Group,Snaring- groupes de VR,Snaring RV Group,Snaring- groupes de VR,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-118.091272754119,53.0109662944982,201417,Snaring,Snaring,Snaring,Snaring,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-118.07910017649,52.847134321233,201418,Whistlers,Whistler,Whistlers,Whistler,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-118.063856363085,52.8384952987246,201419,Wapiti,Wapiti,Wapiti,Wapiti,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.9938545166,52.7671084321091,201420,Wabasso,Wabasso,Wabasso,Wabasso,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-117.86568366538,52.6318437695192,201421,"Kerkeslin
",Kerkeslin,"Kerkeslin
",Kerkeslin,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.68065510697,52.5561977322012,201422,"Honeymoon
",Honeymoon,"Honeymoon
",Honeymoon,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.395004816373,52.4166354819347,201423,Jonas,Jonas,Jonas,Jonas,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.204752923568,52.22013755568,201424,Icefield,,Icefield,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.175962763481,52.2190671719901,201425,Wilcox,Wilcox,Wilcox,Wilcox,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.927097924496,52.7256613283338,201426,Whirlpool Group,Whirlpool - groupes,Whirlpool Group,Whirlpool - groupes,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-118.190098889419,52.3845011857606,201427,Athabasca Pass ,Col-Athabasca,Athabasca Pass ,Col-Athabasca,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.229391740098,52.2201105281541,201428,Icefield Centre RV,Centre-du-Champ-de-Glace - VR,Icefield Centre RV,Centre-du-Champ-de-Glace - VR,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.613577980981,52.7026431637263,201429,Hidden Cove,,Hidden Cove,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.059865578893,52.7025066611093,201430,Tonquin Valley - Astoria River,,Tonquin Valley - Astoria River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.075644217855,52.7814978712313,201431,Tonquin Valley - Portal Creek,,Tonquin Valley - Portal Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.251757840482,52.8672975582837,201432,Clairvaux,,Clairvaux,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.088060309742,53.0416659762945,201433,Overlander - 12 Mile,,Overlander - 12 Mile,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.92613000936,53.2037143392053,201434,Pocahontas coal trail,,Pocahontas coal trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,Yes//Oui
-117.770068305054,53.1296102930272,201435,Sulphur Skyline Trailhead,,Sulphur Skyline Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.772943624317,53.1293367123528,201436,Miette Interpretive Trailhead,,Miette Interpretive Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.03780425443,53.157965762086,201437,North Boundary - Celestine,,North Boundary - Celestine,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.093741185738,52.9259018313306,201438,Pyramid Fire road,,Pyramid Fire road,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.091337916187,52.8924278540228,201439,Cottonwood Slough,,Cottonwood Slough,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.001663558777,52.9143109383696,201440,Skyline - Maligne Canyon,,Skyline - Maligne Canyon,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.000502212069,52.9207627276115,201441,Maligne Canyon,,Maligne Canyon,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.83607202503,52.8793709011968,201442,Watchtower,,Watchtower,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.691972976282,52.7785091221418,201443,Shangrila,,Shangrila,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.023268773915,52.8084747255788,201444,Valley of the Five Lakes,,Valley of the Five Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.055187014457,52.6871369401027,201445,Cavell Meadows,,Cavell Meadows,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.980079816968,52.7697811739411,201446,Wabasso Lake,,Wabasso Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.867110501401,52.6946149653972,201447,Horseshoe Lake,,Horseshoe Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.889324535469,52.6649497308782,201448,Geraldine fire road,,Geraldine fire road,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.330142744411,52.3280321391907,201449,Stanley Falls,,Stanley Falls,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.232934082083,52.2123699296729,201450,Lower Toe of the Glacier trail,,Lower Toe of the Glacier trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.224683610793,52.2179918353622,201451,"Upper Toe of the Glacier trail, Glacier Forefield",,"Upper Toe of the Glacier trail, Glacier Forefield",,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.184498731573,52.2183834455473,201452,Wilcox Pass,,Wilcox Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.954511944122,52.669388036793,201453,Athabasca Pass,,Athabasca Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.914094118835,52.6286086135492,201454,Geraldine Lakes,,Geraldine Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.899678581613,52.648510083364,201455,Fryatt Valley,,Fryatt Valley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.645202660169,52.7258568540714,201456,Bald Hills,,Bald Hills,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.645410007876,52.7262694473477,201457,Skyline,,Skyline,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.634790339241,52.7309575199674,201458,Opal Hills,,Opal Hills,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.443410097205,52.450269861558,201459,Pobokton - Sunwapta Station,,Pobokton - Sunwapta Station,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.108912319556,52.8503301921844,201460,The Whistlers,,The Whistlers,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.101081984826,52.8717136772452,201461,Cabin Creek,,Cabin Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.016270363994,52.9215088772355,201462,5th Bridge,,5th Bridge,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.030743243534,52.9334223945567,201463,Sixth Bridge,,Sixth Bridge,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.721921811209,52.8491176303221,201464,Jacques Lake Trailhead,,Jacques Lake Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.977084666165,53.1459254812833,201465,Jasper House Trail,,Jasper House Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.063886599676,52.8798104676442,201466,Lac Beauvert Trailhead,,Lac Beauvert Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.062094552845,52.871143199731,201467,Old Fort Point,,Old Fort Point,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.086764708149,52.8799556721355,201468,Pyramid Bench ,,Pyramid Bench ,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.089443179062,52.9154097733448,201469,Pyramid Lake ,,Pyramid Lake ,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.089040157386,52.9037151100261,201470,Pyramid Riding Stables,,Pyramid Riding Stables,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.645885542352,52.5326610452288,201471,Sunwapta Falls,,Sunwapta Falls,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.126425373543,52.8351219462949,201472,Whistlers Summit,,Whistlers Summit,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.083979557826,53.0438638394522,201473,Overlander,,Overlander,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.644187613938,52.7266233414491,201474,Maligne Lake,,Maligne Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,Yes//Oui
-117.44101537256,52.4500064355777,201475,Poboktan,,Poboktan,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.062925600475,52.8716288045994,201476,Athabasca River,,Athabasca River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.042775883895,52.9053500047118,201477,Lake Annette,,Lake Annette,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,Yes//Oui
-118.054015636838,52.8860063834204,201478,Jasper Park Lodge,,Jasper Park Lodge,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.077015630367,52.8510063789413,201479,Whistlers Campground,,Whistlers Campground,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.069015624313,52.8410063794049,201480,Wapiti Campground,,Wapiti Campground,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.987015581638,52.7620063848008,201481,Wabasso Campground,,Wabasso Campground,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.955230171544,52.7353074960337,201482,Meeting of the Waters,,Meeting of the Waters,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.030041513174,52.773402722361,201483,Cavell Road,,Cavell Road,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.146128957708,52.85741018417,201484,Pipeline,,Pipeline,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.397015704683,52.8860063413176,201485,Decoigne,,Decoigne,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.882015530646,52.6650063930543,201486,Athabasca Falls,,Athabasca Falls,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-119.216146512159,53.0516499481068,201487,Berg Lake,,Berg Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.075450044229,52.892072294071,201488,Bighorn Alley,,Bighorn Alley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.121771846356,52.8781683751073,201489,Cabin Lake,,Cabin Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.35020405803,52.9849174971264,201490,Fiddle Valley,,Fiddle Valley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.081629994725,52.8732248919329,201491,Hazel Ave,,Hazel Ave,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.875377976985,53.2455054882243,201492,Ogre Canyon,,Ogre Canyon,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-119.12901594096,53.1660062627282,201493,Robson Pass,,Robson Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.292718111102,53.4597344996622,201494,Rock Lake,,Rock Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.232616074794,52.8902656217341,201495,Rocky Pass,,Rocky Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.093015618719,52.809006374141,201496,Whistlers Creek,,Whistlers Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.769834642068,53.1303557187565,201497,Miette Hot Springs,Sources thermales Miette,Miette Hot Springs,Sources thermales Miette,,,,,Hot Pools//p\Piscine d'eaux thermales,Yes//Oui,Yes//Oui
-118.084362028624,52.8761838382987,201498,Seton Health Care Centre,,Seton Heath Care Centre,,,,,,Hospital//Hopital,Yes//Oui,Yes//Oui
-118.083171473243,52.8761322638847,201499,,,,,,,,,Fire Station//Caserne de pompiers,No//Non,No//Non
-118.088339863687,52.8774467737047,201500,RCMP Station,,RCMP Station,,,,,,Police Station//Poste de police,Yes//Oui,Yes//Oui
-118.11153985684,53.0609892541838,201501,Snaring Warden Station,Poste de gardes Snaring,Snaring Warden Station,Poste de gardes Snaring,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.396745433617,52.8847020261688,201502,Decoigne Warden Station,Poste de gardes Decoigne,Decoigne Warden Station,Poste de gardes Decoigne,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.642131511254,52.7247257431605,201503,Maligne Lake Warden Station,Poste de gardes du Lac-Maligne,Maligne Lake Warden Station,Poste de gardes du Lac-Maligne,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.441642779758,52.4512670404459,201504,Sunwapta Station,Poste de gardes Sunwapta,Sunwapta Station,Poste de gardes Sunwapta,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.875612840867,52.6582873899984,201505,Athabasca Warden Station,Poste de gardes Athabasca,Athabasca Warden Station,Poste de gardes Athabasca,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.931150304447,53.2032240271184,201506,Pocahontas Warden Station,Poste de gardes Pocahontas,Pocahontas Warden Station,Poste de gardes Pocahontas,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.972442712419,52.7448737305914,201507,Cavell Warden Station,Poste de gardes Cavell,Cavell Warden Station,Poste de gardes Cavell,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.072916414887,52.2837568152499,201508,Four Point,Four Point,Four Point,Four Point,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.118339622104,52.3803854050089,201509,John-John,John-John,John-John,John-John,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.000441455391,52.3947483107252,201510,Brazeau,Brazeau,Brazeau,Brazeau,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.283467739353,52.4357613932091,201511,Waterfalls,Waterfalls,Waterfalls,Waterfalls,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.656810379717,52.4403129255364,201512,Chaba,Chaba,Chaba,Chaba,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-116.897633486531,52.4745647972583,201513,Arrete,Arete,Arrete,Arete,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.05619562989,52.4964509543744,201514,Sawtooth,Sawtooth,Sawtooth,Sawtooth,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.066312716078,52.5483631367276,201515,Middle Forks,Middle Forks,Middle Forks,Middle Forks,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-116.900231930482,52.5559460654524,201516,Isaac,Issac,Isaac,Issac,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-116.877273933264,52.664128500603,201517,Southesk,Southesk,Southesk,Southesk,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.062333397218,52.690821782641,201518,Cairn,Cairn,Cairn,Cairn,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.243618762704,52.6892056249677,201519,Tonquin,Tonquin,Tonquin,Tonquin,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.250011901018,52.7916384235895,201520,Medicine Tent,Medicine Tent,Medicine Tent,Medicine Tent,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.396706109696,52.8356212131369,201521,Rocky Forks,Rocky Forks,Rocky Forks,Rocky Forks,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.722578986775,52.8512466921507,201522,Beaver Lake,Lac Beaver,Beaver Lake,Lac Beaver,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.566309269482,52.9293794282919,201523,Grizzly,Grizzly,Grizzly,Grizzly,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.742918312834,52.9332160237058,201524,Jacques Lake,Lac Jacques,Jacques Lake,Lac Jacques,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.528479675072,52.9295327708185,201525,Rink Shelter,,Rink Shelter,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.551701171125,53.0264996363026,201526,Whitehorse,Whitehorse,Whitehorse,Whitehorse,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.629734532025,53.0217551936388,201527,Miette Lake,Lac Miette,Miette Lake,Lac Miette,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.682185149196,53.0967051682801,201528,Fiddle,Fiddle,Fiddle,Fiddle,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.155494853709,53.1353152242442,201529,Vine Creek,Ruisseau Vine,Vine Creek,Ruisseau Vine,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.009485781458,53.1461236233867,201530,Devona,Devona,Devona,Devona,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-119.109960299748,53.1841503851201,201531,Adolphus,Adolphus,Adolphus,Adolphus,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-117.947655610103,53.225053379781,201532,Miette,Miette,Miette,Miette,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.205604256049,53.237046313123,201533,Shalebanks,Shalebanks,Shalebanks,Shalebanks,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.883750769237,53.2531779704832,201534,Hoodoo,Hoodoo,Hoodoo,Hoodoo,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-119.248573744651,53.2835900747488,201535,Wolverine,Wolverine,Wolverine,Wolverine,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.76901891204,53.2987634044707,201536,Three Slides,Three Slides,Three Slides,Three Slides,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.07039081905,53.3127160246989,201537,Moosehorn,Moosehorn,Moosehorn,Moosehorn,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.621884883495,53.3283616363043,201538,Blue Creek,Ruisseau Blue,Blue Creek,Ruisseau Blue,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.495510351088,53.3407585968172,201539,Welbourne,Welbourne,Welbourne,Welbourne,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.244832335746,53.3706776249941,201540,Wolf Pass,Col Wolf,Wolf Pass,Col Wolf,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-119.024618348937,53.3634660600141,201541,Byng,Byng,Byng,Byng,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-119.251401608536,53.3669904424815,201542,Lower Smoky,Rivière Smoky inférieure,Lower Smoky,Rivière Smoky inférieure,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.347021662387,53.3852459019508,201543,Willow Creek,Ruisseau Willow,Willow Creek,Ruisseau Willow,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.794321109842,53.3885747766135,201544,Topaz,Topaz,Topaz,Topaz,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.555050859035,53.3951679737801,201545,Little Heaven,Little Heaven,Little Heaven,Little Heaven,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-119.121484652019,53.3999932064559,201546,Twintree,Twintree,Twintree,Twintree,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.903014096302,53.4221488954318,201547,Caribou Inn,Caribou Inn,Caribou Inn,Caribou Inn,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.529524489839,53.4311330372867,201548,Starlight,Starlight,Starlight,Starlight,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
-118.707352546481,53.4294512217262,201549,Vega,Vega,Vega,Vega,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,No//Non
