X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-117.633886903325,52.7262023021009,201269,Mary Schäffer,,Mary Schäffer,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.638296344879,52.7293897375021,201270,Maligne Lake Boathouse Picnic Site,Remise-à-Bateaux-du-Lac-Maligne,Maligne Lake Boathouse Picnic Site,Remise-à-Bateaux-du-Lac-Maligne,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-117.6440925682,52.7267806435377,201271,Fisherman's Wharf,,Fisherman's Wharf,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.082951611067,52.8011591600565,201272,Marmot Basin Ski Area,Station de ski Marmot Basin ,Marmot Basin Ski Area,Station de ski Marmot Basin ,,,,,Ski Area//Aire de ski,Yes//Oui,No//Non
-117.638347244354,52.7285817493303,201273,Maligne Lake Boathouse,,Maligne Lake Boathouse,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-117.936774353397,52.9038762087282,201274,BS Canyon Ice Climb (Pleckaitis),,BS Canyon Ice Climb,,,,,,Climbing Area//Zone d'escalade,Yes//Oui,No//Non
-118.042907423904,52.8117974408997,201275,5 MILE RAFT SITE,,5 MILE RAFT SITE,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.023416425201,52.808280273772,201276,VALLEY OF 5 TRAILHEAD,,VALLEY OF 5 TRAILHEAD,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.867260759633,52.6949726079299,201277,HORSESHOE LAKE,,HORSESHOE LAKE,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.882840591084,52.6652701073454,201278,ATHABASCA FALLS,,ATHABASCA FALLS,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.846617092284,52.6172341081281,201279,Goats and Glacier Viewpoint,,Goats and Glacier Viewpoint,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.80531892467,52.5954181082259,201280,MT CHRISTIE PICNIC,,MT CHRISTIE PICNIC,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.667188427799,52.5497799418552,201281,BUCK  & OSPREY TRAILHEAD,,BUCK  & OSPREY TRAILHEAD,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.645450093259,52.5326916086151,201282,SUNWAPTA FALLS ,,SUNWAPTA FALLS ,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.636908427013,52.5340266088636,201283,RAFT PULL-OFF,,RAFT PULL-OFF,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.565668427359,52.5114716089411,201284,BUBBLING SPRINGS ,,BUBBLING SPRINGS ,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.338916427694,52.3442039428919,201285,BEAUTY CREEK  HOSTEL,,BEAUTY CREEK  HOSTEL,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.053145344712,52.8185990529455,201286,South Gate Outhouse,,South Gate Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.286900039155,52.2671430825323,201287,TANGLE  CREEK 2ND PULLOFF ,,TANGLE  CREEK 2ND PULLOFF ,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.227592847188,52.2202603051711,201288,ICEFIELD CENTRE,,ICEFIELD CENTRE,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.049977613822,52.9626545516189,201289,Palisades,Palisades,Palisades,Palisades,,,,,Washroom Facility//Toilettes,Yes//Oui,Yes//Oui
-118.053103730954,52.9951622317453,201290,Airport Picnic Outhouse,,Airport Picnic Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.987619905772,53.1092668591736,201291,Talbot Lake Outhouse,,Talbot Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.22335972191,52.8631396697777,201292,Hwy 16 west Outhouse,,Hwy 16 west Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,Yes//Oui
-118.044245142308,52.9050972783293,201293,Lake Annette Outhouse,,Lake Annette Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.043011753543,52.9066741356661,201294,Lake Edith OUthouse,,Lake Edith OUthouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.045488331335,52.9144691250022,201295,Lake Edith Outhouse - Dock,,Lake Edith Outhouse - Dock,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.030892896146,52.9332478181941,201296,Sixth Bridge Outhouse,,Sixth Bridge Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.015898277743,52.9209124173765,201297,Fifth Bridge Outhouse,,Fifth Bridge Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.015916461874,52.9213109739618,201298,Fifth Bridge Picnic,,Fifth Bridge Picnic,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.000870587952,52.9209537829639,201299,Maligne Canyon Picnic,,Maligne Canyon Picnic,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.999950810926,52.9204016442772,201300,Maligne Canyon Outhouse,,Maligne Canyon Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.80516171018,52.8697771869095,201301,Maligne Lake Overflow - Outhouse,,Maligne Lake Overflow - Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.723166264233,52.8488530809954,201302,Beaver Lake Outhouse,,Beaver Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.685875783405,52.7711996229137,201303,Bruce's Picnic Site Outhouse,,Bruce's Picnic Site Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,Yes//Oui
-117.637518915369,52.7292398256403,201304,Maligne Lake Lower Parking Outhouse,,Maligne Lake Lower Parking Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.644923773929,52.7268436859971,201305,Maligne Lake Boat Launch Outhouse,,Maligne Lake Boat Launch Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.076478881376,52.7812301177207,201306,Portal Creek Outhouse,,Portal Creek Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.973428184605,52.7469847490761,201307,Otto's Cache Outhouse,,Otto's Cache Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.954974094476,52.7350598581484,201308,Meeting of the Waters Outhouse,,Meeting of the Waters Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,Yes//Oui
-117.902709230618,52.6933227072923,201309,Leach Lake Outhouse,,Leach Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.889571203749,52.6653514527164,201310,Geraldine Lake Road Outhouse,,Geraldine Lake Road Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.055938118795,52.6874283787759,201311,Edith Cavell Outhouse,,Edith Cavell Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.092430607293,52.9105411623014,201312,Patricia Lake Outhouse,,Patricia Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.09119893218,52.8923328617131,201313,Cottonwood Slough Outhouse,,Cottonwood Slough Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.101719765453,52.9160048043363,201314,Pyramid Lake Outhouse,,Pyramid Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.095388640076,52.9239389406962,201315,Pyramid Island Outhouse,,Pyramid Island Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.062093825705,52.8713397428688,201316,Old Fort Point Outhouse,,Old Fort Point Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.063283268341,52.8796117265341,201317,Lac Beauvert Outhouse,,Lac Beauvert Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.9771314557,53.1460696981154,201318,Jasper House Outhouse,,Jasper House Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.925958215904,53.2036226819718,201319,Poco Coal Mine Outhouse,,Poco Coal Mine Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.881817884172,52.6650461416178,201320,Athabasca Falls Picnic,,Athabasca Falls Picnic,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.644918801922,52.5330273115874,201321,Sunwapta Falls Picnic Site,,Sunwapta Falls Picnic Site,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.183437919551,52.2183718584013,201322,Wilcox Pass Trailhead Outhouse,,Wilcox Pass Trailhead Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.955260155623,52.6694354757589,201323,Moab Lake Outhouse,,Moab Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.394121124705,52.8825345199583,201324,West Gate Outhouse,,West Gate Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.972267190234,53.1734443336045,201325,Disaster Point Outhouse,,Disaster Point Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.882301466293,52.8946475290084,201326,Lower Maligne Picnic Outhouse,,Lower Maligne Picnic Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.11103385955,53.0501685899784,201327,Moberly Building Outhouse,,Moberly Building Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.902752179348,52.6936853330442,201328,Boat Launch Leach Lake,,Boat Launch Leach Lake,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-118.062981198481,52.8711540901685,201329,Old Fort Point Boating Access,,Old Fort Point Boating Access,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-118.089319963292,52.9032191186163,201330,Pyramid Riding Stables Outhouse,,Pyramid Riding Stables Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-118.089455874838,52.915282378521,201331,Pyramid Lake Outhouse,,Pyramid Lake Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-117.103135827075,52.2612489385515,201332,Boulder Creek ,Ruisseau-Boulder,Boulder Creek ,Ruisseau-Boulder,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.076678274129,52.2805088519276,201333,Four Point ,Four Point,Four Point ,Four Point,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.027602300981,52.3278474823406,201334,Wolverine South ,Wolverine Sud,Wolverine South ,Wolverine Sud,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.118064202833,52.3817791893252,201335,John-John ,John-John,John-John ,John-John,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.00577600111,52.3935704341,201336,Brazeau River ,Rivière-Brazeau,Brazeau River ,Rivière-Brazeau,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-116.985422170755,52.3942169821571,201337,"Brazeau Meadows 
",Prés-Brazeau,"Brazeau Meadows 
",Prés-Brazeau,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.207366898791,52.3955194253646,201338,Jonas Cutoff ,Embranchement-Jonas,Jonas Cutoff ,Embranchement-Jonas,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.035437724282,52.4006766317614,201339,Brazeau Lake ,Lac-Brazeau,Brazeau Lake ,Lac-Brazeau,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.225091273114,52.4042795836789,201340,"McCready 
",McCready,"McCready 
",McCready,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.658222391631,52.4194894101037,201341,Athabasca Crossing ,Traverse-de-l'Athabasca,Athabasca Crossing ,Traverse-de-l'Athabasca,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.197089932507,52.4314023805089,201342,"Kane Meadows 
",Prés-Kane,"Kane Meadows 
",Prés-Kane,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.302316794856,52.4467571483819,201343,Waterfalls ,Waterfalls,Waterfalls ,Waterfalls,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.350556265099,52.4680572493172,201344,Poboktan,Poboktan,Poboktan,Poboktan,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-116.90213408165,52.4699835838449,201345,Arête ,Arête ,Arête ,Arête ,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.656818387941,52.4843954483651,201346,Big Bend ,Big Bend,Big Bend ,Big Bend,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.118808561826,52.4796128904004,201347,Scott Camp ,Camp Scott,Scott Camp ,Camp Scott,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.409309125021,52.4883697382675,201348,Avalanche ,,Avalanche ,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.876924809932,52.5094066974312,201349,Headwall ,Headwall,Headwall ,Headwall,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.857011070897,52.5325231130703,201350,"Brussels 
",Brussels,"Brussels 
",Brussels,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.067430459742,52.5433723104972,201351,"Middle Forks 
",Middle Forks,"Middle Forks 
",Middle Forks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-116.902938874118,52.5591398041349,201352,"Isaac Creek
",Ruisseau-Isaac,"Isaac Creek
",Ruisseau-Isaac,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.818935136054,52.5755148074908,201353,"Lower Fryatt 
",Fryatt-Inférieur,"Lower Fryatt 
",Fryatt-Inférieur,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.944791979052,52.5876225651085,201354,Second Geraldine ,Deuxième-Lac-Geraldine,Second Geraldine ,Deuxième-Lac-Geraldine,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.423181888079,52.5962538553677,201355,"Coronet Creek 
",Ruisseau-Coronet,"Coronet Creek 
",Ruisseau-Coronet,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.035689215339,52.6019394600812,201356,Tie Camp ,Camp-Tie,Tie Camp ,Camp-Tie,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.993463557266,52.6269914256491,201357,Whirlpool ,Whirlpool,Whirlpool ,Whirlpool,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-116.858202392625,52.654110386345,201358,Southesk ,Southesk,Southesk ,Southesk,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.503252494856,52.6535851904535,201359,"Fisherman's Bay  
",Baie-Fisherman’s,"Fisherman's Bay  
",Baie-Fisherman’s,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-116.958931219357,52.6565524584784,201360,Cairn River ,Rivière-Cairn,Cairn River ,Rivière-Cairn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.2010516154,52.6784245142407,201361,Switchback ,Switchback,Switchback ,Switchback,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.249211606742,52.6796223937267,201362,Surprise Point ,Pointe-Surprise,Surprise Point ,Pointe-Surprise,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.144390616227,52.682255391018,201363,Astoria ,Astoria,Astoria ,Astoria,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.23999061655,52.6937928056206,201364,"Clitheroe 
",Clitheroe,"Clitheroe 
",Clitheroe,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.101386932332,52.7073002605153,201365,"Cairn Pass 
",Col-Cairn,"Cairn Pass 
",Col-Cairn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.266060510653,52.7039192076044,201366,Amethyst ,Amethyst,Amethyst ,Amethyst,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.265272903033,52.7299010076873,201367,"Maccarib 
",Maccarib,"Maccarib 
",Maccarib,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.7299994634,52.7347594465926,201368,Little Shovel ,Little Shovel,Little Shovel ,Little Shovel,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.703788504014,52.7348411074579,201369,Evelyn Creek ,Ruisseau-Evelyn,Evelyn Creek ,Ruisseau-Evelyn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.159208475299,52.7338441965437,201370,Portal ,Portal,Portal ,Portal,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.77798048679,52.7468108666143,201371,Snowbowl ,Snowbowl,Snowbowl ,Snowbowl,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.199923550589,52.7638111082192,201372,La Grace ,La Grace,La Grace ,La Grace,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.857666215186,52.786653754558,201373,"Curator 
",Curator,"Curator 
",Curator,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.818339995706,52.8110606023476,201374,Watchtower ,Watchtower,Watchtower ,Watchtower,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.285035155271,52.8159486869912,201375,Medicine Tent Hiker,"Medicine Tent
",Medicine Tent ,"Medicine Tent
",,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.398893985911,52.8310088846069,201376,Rocky Forks Horse,Rocky Forks,Rocky Forks ,Rocky Forks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.393704905378,52.8435421670453,201377,Rocky Forks Hiker,Rocky Forks,Rocky Forks ,Rocky Forks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.921049062859,52.847328813837,201378,Tekarra ,Tekarra,Tekarra ,Tekarra,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.981452341217,52.8715673586423,201379,Signal ,Signal,Signal ,Signal,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.221334798454,52.8896221349884,201380,Minnow Lake ,Lac-Minnow,Minnow Lake ,Lac-Minnow,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.179082621946,52.8924833577671,201381,Saturday Night Lake ,Lac-Saturday Night,Saturday Night Lake ,Lac-Saturday Night,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.745791045747,52.9332879262159,201382,Jacques Lake,Lac-Jacques,Jacques Lake,Lac-Jacques,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.55981465275,53.0393944704138,201383,Whitehorse,Whitehorse,Whitehorse,Whitehorse,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.619489090873,53.0654320688246,201384,Slide Creek Horse,Ruisseau-Slide,Slide Creek ,Ruisseau-Slide,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.078471295728,53.0641888946242,201385,Athabasca Island ,Île-Athabasca,Athabasca Island ,Île-Athabasca,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.641556677882,53.0722704798949,201386,Slide Creek Hiker,Ruisseau-Slide,Slide Creek ,Ruisseau-Slide,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.717382783558,53.1010109580738,201387,Utopia ,Utopia,Utopia ,Utopia,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.057537595511,53.1878326955861,201388,Celestine Lake ,Lac-Celestine,Celestine Lake ,Lac-Celestine,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.114153499753,53.1832848213663,201389,Adolphus Hiker,Adolphus,Adolphus ,Adolphus,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.108681946446,53.1904306654142,201390,Adolphus Horse,Adolphus,Adolphus ,Adolphus,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.866105281293,53.2302476640077,201391,"Brule 
",Brûlé,"Brule 
",Brûlé,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.19867551485,53.2395074348742,201392,Shalebanks ,Shalebanks,Shalebanks ,Shalebanks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.197120049862,53.2572002869898,201393,Wolverine North ,Wolverine-Nord,Wolverine North ,Wolverine-Nord,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.258924380538,53.2869899148095,201394,Seldom Inn Hiker,Seldom Inn,Seldom Inn ,Seldom Inn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.253055733356,52.7922882251528,201395,"Medicine Tent Horse
",Rivière-Medicine Tent,"Medicine Tent 
",Rivière-Medicine Tent,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.925762993694,53.2803680135481,201396,Oatmeal ,Oatmeal,Oatmeal ,Oatmeal,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.795417876077,53.2833613510651,201397,Three Slides ,Three Slides,Three Slides ,Three Slides,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.281851503329,53.2995071670097,201398,Seldom Inn Horse,Seldom Inn,Seldom Inn ,Seldom Inn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.322993967306,53.3583556103529,201399,Horseshoe,Horseshoe,Horseshoe,Horseshoe,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.256209641219,53.3103377779144,201400,Timothy Slides,Timothy Slide,Timothy Slides,Timothy Slide,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.635819390598,53.3314579972674,201401,Blue Creek ,Ruisseau-Blue,Blue Creek ,Ruisseau-Blue,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.495715762541,53.3395861083869,201402,Welbourne,Welbourne,Welbourne,Welbourne,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.491125410216,53.3402082146132,201403,Welbourne,Welbourne,Welbourne,Welbourne,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.264866173389,53.3388637797717,201404,"Chown Creek Hiker
",Ruisseau-Chown,"Chown Creek 
",Ruisseau-Chown,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.268520317666,53.3403497680389,201405,"Chown Creek Horse
",Ruisseau-Chown,"Chown Creek 
",Ruisseau-Chown,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.02439497724,53.3611832977436,201406,"Byng 
",Byng,"Byng 
",Byng,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.343624977975,53.3733550285757,201407,Willow Creek  Hiker,Ruisseau-Willow,Willow Creek  ,Ruisseau-Willow,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.342556622698,53.3737985496302,201408,Willow Creek Horse,Ruisseau-Willow,Willow Creek,Ruisseau-Willow,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.763542567555,53.376321523993,201409,Ancient Wall ,Ancient Wall,Ancient Wall ,Ancient Wall,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.218591941738,53.3757597040046,201410,Donaldson Creek ,Ruisseau-Donaldson,Donaldson Creek ,Ruisseau-Donaldson,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.557693953613,53.3967067278451,201411,"Little Heaven Horse
",Little Heaven,"Little Heaven
",Little Heaven,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.144770636028,53.4065537834749,201412,Twintree,Twintree,Twintree,Twintree,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.864683540386,53.4184495100148,201413,Natural Arch ,Natural Arch,Natural Arch ,Natural Arch,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.675530868966,53.4363207258035,201414,Spruce Tree ,Spruce Tree,Spruce Tree ,Spruce Tree,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
