X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Descr_e,Descr_f,min_scale_echelle,max_scale_echelle,D_Source,D_Source_Code,url_e,url_f,Principal_type
-65.2217075643255,44.4367128972695,105172,FIRST LOOKOFF PARKING LOT,STATIONNEMENT DE BELVÉDÈRE,,,,,,,,,,Parking//Stationnement
-65.228972686238,44.4358788961956,105173,SECOND LOOKOFF PARKING LOT,STATIONNEMENT DE BELVÉDÈRE,,,,,,,,,,Parking//Stationnement
-65.2316192455073,44.4351324181829,105174,THIRD LOOKOFF PARKING AREA,STATIONNEMENT DE BELVÉDÈRE,,,,,,,,,,Parking//Stationnement
-65.2356793908173,44.4339287411419,105175,FOURTH LOOKOFF PARKING AREA,STATIONNEMENT DE BELVÉDÈRE,,,,,,,,,,Parking//Stationnement
-65.2555026212057,44.4230320871463,105176,J-LINE PARKING LOT,STATIONNEMENT,,,,,,,,,,Parking//Stationnement
-73.6774540662117,45.4317138139216,105177,Bridge Commerce de fourrures Lachine,Pont Commerce de fourrures Lachine,,,,,,,,,,Bridge//Pont
-73.6752674981793,45.4315837266761,105178,Bridge Commerce de fourrures Lachine,Pont Commerce de fourrures Lachine,,,,,,,,,,Bridge//Pont
-73.6709816037229,45.4311705630104,105179,Bridge Commerce de fourrures Lachine,Pont Commerce de fourrures Lachine,,,,,,,,,,Bridge//Pont
-73.6705653047233,45.4313460238672,105180,Bridge Commerce de fourrures Lachine,Pont Commerce de fourrures Lachine,,,,,,,,,,Bridge//Pont
-73.6695953053703,45.4313794059512,105181,Bridge Commerce de fourrures Lachine,Pont Commerce de fourrures Lachine,,,,,,,,,,Bridge//Pont
-73.6693288269742,45.4310954163459,105182,Bridge Commerce de fourrures Lachine,Pont Commerce de fourrures Lachine,,,,,,,,,,Bridge//Pont
-122.879407920782,69.1372830610873,105183,La Ronciere Falls,,,,,,,,,,,Waterfall//Chute d'eau
